DocId,Tweet,Processed,Score
260,Mitt Romeny? Four years for you Mitt Romeny! You go Mitt Romney! #PresidentialDebate #NationalMeanGirlsDay #imaloser,mitt romeny four years for you mitt romeny you go mitt romney #presidentialdebate #nationalmeangirlsday #imaloser,9.711338
261,Ouch --  truth hurts America not place to be starting up small business  #Debate2012 #GOP2012 #RomneyRyan2012,ouch truth hurts america not place to be starting up small business #debate2012 #gop2012 #romneyryan2012,25.835922
262,I'd just like to mention the immense swag President Obama had when he walked out on stage.,i'd just like to mention the immense swag president obama had when he walked out on stage,33.299206999999996
265,I like him but I need him to stop the PDA when h should in fact be whoopin ass. #Debates,i like him but i need him to stop the pda when h should in fact be whoopin ass #debates,33.999562
268,I bet Mitt Romney has a whole bunch of Ralph Lauren.,i bet mitt romney has a whole bunch of ralph lauren,3.1944619999999997
269,RT @seand0H: everyone tune in to the debate at 9 and watch mitt romney probably kill his chances at being president! should be good,everyone tune in to the debate at and watch mitt romney probably kill his chances at being president should be good,26.573332999999998
271,#romney : Our economic plans are as different as black and white. Ah shit. #,#romney our economic plans are as different as black and white ah shit #,15.151178999999999
272,Obama is actually breathing better. Watch your own breathing. It's much calmer when listening to Obama --  yes? #debate #denver #obama,obama is actually breathing better watch your own breathing it's much calmer when listening to obama yes #debate #denver #obama,20.294951
273,I think my mom is already sleeping and the #debates just started. she's not interested,i think my mom is already sleeping and the #debates just started she's not interested,24.290407000000002
274,MTV Hosts Live Twitter Fact Check During Debate:   All eyes will be on Barack Obama and Mitt Romney du... http://t.co/qbUJOycJ #SocialPR,mtv hosts live twitter fact check during debate all eyes will be on barack obama and mitt romney du #socialpr,21.187290000000004
275,no Mittens...we don't not want to double down on trickle down. it doesn't work. #teamobama #vote2012 #forward #debates,no mittenswe don't not want to double down on trickle down it doesn't work #teamobama #vote2012 #forward #debates,19.119526999999998
281,Mitt Romney is such a fucking jooooooke. Get off my screen bitch!,mitt romney is such a fucking jooooooke get off my screen bitch,13.507895999999999
282,I love the fact Romney is laughing at Obama the whole time! Maybe finally he will figure out everything he says is a joke. #RomneyRyan2012,i love the fact romney is laughing at obama the whole time maybe finally he will figure out everything he says is a joke #romneyryan2012,19.045422
283,I wish I was there to smack that smirk off Mitt Romney's face,i wish i was there to smack that smirk off mitt romney's face,11.980668
284,RT @MiaJHU: Which candidate do u think China would like to see win? @hopkinsIS RT: presidential debate live at 9pm @Nolanson33rd @JHUFAS ...,which candidate do u think china would like to see win rt presidential debate live at,37.13474
286,What's there not to love about a POWERFUL INTELLIGENT man who starts with a) his woman & b) an ice breaking joke. #Obama,what's there not to love about a powerful intelligent man who starts with a his woman b an ice breaking joke #obama,12.646601
287,*The look on #Romney face while #Obama talks ...Damn this n@**a is really calling me out on my BS!,the look on #romney face while #obama talks damn this na is really calling me out on my bs,14.66234
288,How pay for without dumping costs on middle-class Americans is central question. #Obama #debate,how pay for without dumping costs on middleclass americans is central question #obama #debate,15.598944
291,I imagine watching Romney and Obama debate was like watching Nixon and JFK. #Debates,i imagine watching romney and obama debate was like watching nixon and jfk #debates,36.264023
293,Let's be real for a sec... Obama is the most fucking handsome president the U.S has had.,let's be real for a sec obama is the most fucking handsome president the us has had,19.514979
295,The auto industry has come roaring back --  and housing has begun to rise.President Obama #ForwardNotBack,the auto industry has come roaring back and housing has begun to risepresident obama #forwardnotback,15.645497
296,I don't understand why we vote for 2 people out of billions to be president. MY trust is in God. Not Obama nor Romney.,i don't understand why we vote for people out of billions to be president my trust is in god not obama nor romney,21.096248
297,RT @jasonschreier: Trying to watch the debate on my xbox and holy shit mitt romney just killed like four guys no wait this is dishonored nvm,trying to watch the debate on my xbox and holy shit mitt romney just killed like four guys no wait this is dishonored nvm,43.051418999999996
299,Can you help me Mitt? Yes --  but not with my money #PresidentialDebate,can you help me mitt yes but not with my money #presidentialdebate,9.208285
301,Tax cuts for manufacturing... Not sure if the majority of those business count as small business #PresidentialDebate,tax cuts for manufacturing not sure if the majority of those business count as small business #presidentialdebate,34.44148199999999
302,#Obama says the question for this debate is not where we have been. So let's see how many times he blames his predecessor. #debates,#obama says the question for this debate is not where we have been so let's see how many times he blames his predecessor #debates,29.762630999999992
303,i just wanna smack that stupid smirk right off mitt romney's face...,i just wanna smack that stupid smirk right off mitt romney's face,26.708263999999996
305,I'm waiting for Mitt to say you lazy bitches is fucking up the economy #PresidentialDebate,i'm waiting for mitt to say you lazy bitches is fucking up the economy #presidentialdebate,12.637303
307,@LOLGOP: Mitt Romney wants you to know he'll do something different than create 5 million jobs.,mitt romney wants you to know he'll do something different than create million jobs,21.342734
308,Romney: Small business creates the jobs in America. Indeed. Big business just takes those jobs to China. #Debates,romney small business creates the jobs in america indeed big business just takes those jobs to china #debates,62.029419000000004
310,#Romney claims we need Energy Independance --  but under Obama we've become more Energy Independant than we've Ever Been #Debate2012,#romney claims we need energy independance but under obama we've become more energy independant than we've ever been #debate2012,20.143381
311,New business at a 30 year low --  I know how to get sm business going again --  bigger government not the answer #romneyryan2012..#debate,new business at a year low i know how to get sm business going again bigger government not the answer #romneyryan2012#debate,38.59438600000001
