DocId,Tweet,Score,ProecessedTweet,RetweetCount
2469,#debates He asked you about jobs and you chose to make the moment about you and your anniversary! I'm done with you! Get out now!,38.571269,#debates he asked you about jobs and you chose to make the moment about you and your anniversary i'm done with you get out now,0
2447,Now kids --  in case you're confused --  the Republican is the one in the RED tie --  and the Democrat is wearing a BLUE tie. #debates #fb,38.550706000000005,now kids in case you're confused the republican is the one in the red tie and the democrat is wearing a blue tie #debates #fb,0
3745,Education in Obama's wheelhouse --  I really want to know if Romney counters w/ something different #ElectionClass #Debates,38.374863,education in obama's wheelhouse i really want to know if romney counters w something different #electionclass #debates,0
1073,I know that's right --  President Obama just gave his wife a shout out and wished her a Happy Anniversary before he addressed anything else.,38.349821999999996,i know that's right president obama just gave his wife a shout out and wished her a happy anniversary before he addressed anything else,0
4035,Live right now on NewsRadio 95 WXTK: The first presidential debate between President Barack Obama and Republican challenger Mitt Romney.,38.251899,live right now on newsradio wxtk the first presidential debate between president barack obama and republican challenger mitt romney,0
1665,Obama says he wants to hire 100 -- 000 new teachers. Can we get some non-government jobs please? #debates #tcot,38.216142999999995,obama says he wants to hire new teachers can we get some nongovernment jobs please #debates #tcot,1
3173,#debates using the Bill Clinton 1st 2nd 3rd method of answering makes it easy on people to find the meat. Good job Mr President.,38.066106000000005,#debates using the bill clinton 1st 2nd 3rd method of answering makes it easy on people to find the meat good job mr president,0
3076,Didn't like Obama's start still has answered question I don't care if it's his anniversary! Babbling now #tcot #Obama #debate,38.007654,didn't like obama's start still has answered question i don't care if it's his anniversary babbling now #tcot #obama #debate,0
653,Watching US presidential debate. I really wanted to see @RonPaul debate with Obama.. would've been entertaining. #debates,37.866693000000005,watching us presidential debate i really wanted to see debate with obama would've been entertaining #debates,0
2932,Barack has a blue tie and Mitt's tie is red. This is to reinforce party ID among low information voters & forgetful heavy drinkers. #debates,37.683018,barack has a blue tie and mitt's tie is red this is to reinforce party id among low information voters forgetful heavy drinkers #debates,1
3890,@fakedansavage: Could everyone agree on one hashtag --  please? I'm seeing #debate #debate #denverdebate I like mine the best! Lol,37.493097,could everyone agree on one hashtag please i'm seeing #debate #debate #denverdebate i like mine the best lol,0
2295,Hunkered down to watch the US Presidential Debate. Lets see if they talk about real issues. #Debates,37.318119,hunkered down to watch the us presidential debate lets see if they talk about real issues #debates,0
3286,President Obama kicks off debate by ignoring the jobs question and wishing Michelle a Happy Anniversary,37.280977,president obama kicks off debate by ignoring the jobs question and wishing michelle a happy anniversary,5
2410,#Obama needs to stop using his wife as a crutch. Wishing his wife a happy anniversary is on stage is not very presidential #debate,37.253606,#obama needs to stop using his wife as a crutch wishing his wife a happy anniversary is on stage is not very presidential #debate,0
2945,First --  let me start my debate commentary by saying that Mitt Romney's tie is one of the worst ties that I have ever seen,37.24158799999999,first let me start my debate commentary by saying that mitt romney's tie is one of the worst ties that i have ever seen,0
3658,No ass right now for Obama on his anniversary he debating #obama2012 #support #obama2012 #obama2012 #support #obama2012 #obama2012,37.14855299999999,no ass right now for obama on his anniversary he debating #obama2012 #support #obama2012 #obama2012 #support #obama2012 #obama2012,0
1748,Romney's wearing a red tie and Obama's wearing a blue --  OH I SEE WHAT YOU GUYS DID THERE #debates,37.121537000000004,romney's wearing a red tie and obama's wearing a blue oh i see what you guys did there #debates,0
468,Can't get a job if you don't know how to do the work. Education investment is the biggest jobs program out there #debates,36.80694,can't get a job if you don't know how to do the work education investment is the biggest jobs program out there #debates,0
836,Watching the debate @MichelleObama @BarackObama Vote #2012 Happy 20th Anniversary President Obama and First Lady Michelle,36.765930999999995,watching the debate vote # happy 20th anniversary president obama and first lady michelle,0
932,President Barack Obama started his debate by telling his wife Michelle Happy Anniversary...S/O to him for putting her 1st! True Love,36.74296700000001,president barack obama started his debate by telling his wife michelle happy anniversaryso to him for putting her 1st true love,0
4815,Love a good debate --  especially with my president has the good sense to give props to his wife. #debates,36.684705,love a good debate especially with my president has the good sense to give props to his wife #debates,0
2180,#Debates - Hire more math and science teachers --  not just improve education good for you Mr. President.,36.563555,#debates hire more math and science teachers not just improve education good for you mr president,0
1562,Romney:Congratulations on your anniversary Mr. President --  now please allow me to shit on everything you've done over the last 4 yrs #debates,36.558792,romneycongratulations on your anniversary mr president now please allow me to shit on everything you've done over the last yrs #debates,0
4685,Barack Obama: I want to make sure that we keep tuition low for our young people. #debates,36.389267,barack obama i want to make sure that we keep tuition low for our young people #debates,9
1598,The American people want you to tell us about our economy... Not your wedding anniversary! #debates #2012debate #denverdebate,36.387981,the american people want you to tell us about our economy not your wedding anniversary #debates #2012debate #denverdebate,0
5398,Are you watching the Presidential #debates between President @BarackObama & Gov @MittRomney? Feel free to let us know your thoughts!,36.376363999999995,are you watching the presidential #debates between president gov feel free to let us know your thoughts,1
882,@spoor77 shure --  but the undecided people want to know what he's going to do to help with jobs.. not about his anniversary... #debates #g442,36.255509,shure but the undecided people want to know what he's going to do to help with jobs not about his anniversary #debates #g442,0
4368,Romney's American flag pin is bigger than President Obama's. That must mean he's more American --  right? #DenverDebate,36.250485,romney's american flag pin is bigger than president obama's that must mean he's more american right #denverdebate,0
2834,Asked about jobs --  Obama diverts to 20th anniversary 1st --  then dives in. Autos are back; change tax code --  reduce deficit. #debates,36.217639999999996,asked about jobs obama diverts to 20th anniversary 1st then dives in autos are back change tax code reduce deficit #debates,0
2909,Mitt actually knows how to create real jobs. Obama is on track to be the first post-WW POTUS to see actual loss of net jobs. #DenverDebate,36.156116,mitt actually knows how to create real jobs obama is on track to be the first postww potus to see actual loss of net jobs #denverdebate,6
3825,Back to Obama --  response: Race to the Top has prompted reforms in 46 states... now I want to hire 100K new teachers #debates #denverdebate,36.09846,back to obama response race to the top has prompted reforms in states now i want to hire 100k new teachers #debates #denverdebate,0
4688,Obama is such a good husband he made sure he told his wife Happy Anniversary before he said anything. #teamObama,35.713706,obama is such a good husband he made sure he told his wife happy anniversary before he said anything #teamobama,0
3488,RT @BarackObama: Tune in here at 9pm ET to watch President Obama in tonights debate --  and get the facts you need to get his back: http:/ ...,35.691103000000005,tune in here at et to watch president obama in tonights debate and get the facts you need to get his back http,1501
3621,President Obama: I want to make sure that we keep tuition low for our young people. #truth #debate,35.598685999999994,president obama i want to make sure that we keep tuition low for our young people #truth #debate,2
842,@BarackObama: Watch live: President Obama discusses his specific plans to keep us moving forward... RT ... By lying his ass off. #tcot,35.591029999999996,watch live president obama discusses his specific plans to keep us moving forward rt by lying his ass off #tcot,0
388,Lehrer: Mr. President --  please respond directly to Romney's remark about trickle down govt. Obama just repeats his first answer. #Debate,35.564483,lehrer mr president please respond directly to romney's remark about trickle down govt obama just repeats his first answer #debate,6
1863,#Debates - You were supposed to tell us all this on the 1st question round....NOT wish your wife happy anniversary!,35.498933,#debates you were supposed to tell us all this on the 1st question roundnot wish your wife happy anniversary,0
3183,Question #1 - President Obama on jobs; It's Bush's fault. Happy Anniversary Michelle --  Vegas... here we come. #Debate2012,35.480649,question # president obama on jobs it's bush's fault happy anniversary michelle vegas here we come #debate2012,0
3229,C'mon Barack --  you already wished her happy anniversary on Twitter. Just slay Romney and instill live in all of us. #PresidentialDebate,35.471078000000006,c'mon barack you already wished her happy anniversary on twitter just slay romney and instill live in all of us #presidentialdebate,1
2089,President Barack Obama and presidential candidate Romney have entered. President Obama is addressing jobs. #debates http://t.co/ITcbeG9e,35.466844,president barack obama and presidential candidate romney have entered president obama is addressing jobs #debates,2
2317,Obama: We've got to improve our #education system...make sure we keep tuition low for our young people #debate #debate2012 #denverdebate,35.457739999999994,obama we've got to improve our #education systemmake sure we keep tuition low for our young people #debate #debate2012 #denverdebate,0
5172,Wishing ur wife Happy Anniversary at the start of ur #debate speech.... Aww :) #Winning #Obama2012,35.352385,wishing ur wife happy anniversary at the start of ur #debate speech aww #winning #obama2012,0
3957,Romney: High income people are doing just fine in this economy. Theyll do just fine whether your president or I'm president. #debates,35.340358,romney high income people are doing just fine in this economy theyll do just fine whether your president or i'm president #debates,0
1331,Happy 20th anniversary to my parents; our President and the first lady Barack and Michelle Obama ! :) i love yall,35.324966999999994,happy 20th anniversary to my parents our president and the first lady barack and michelle obama i love yall,0
5268,Nice that @MittRomney wore a red tie and @BarackObama wore a blue tie.  Someone should of worn a purple tie to shake things up. #debates,35.22342400000001,nice that wore a red tie and wore a blue tie someone should of worn a purple tie to shake things up #debates,0
1074,Pres. @BarackObama  just took the stage. Ready for a GREAT #debates. Starting off on the economy. HAPPY ANNIVERSARY to him & @MichelleObama.,35.083082,pres just took the stage ready for a great #debates starting off on the economy happy anniversary to him,0
4774,.@MittRomney now takes his turn on economy. Anecdotes about people out of work. Will take a different path --  Romney says. #debates,34.958121,now takes his turn on economy anecdotes about people out of work will take a different path romney says #debates,0
1252,#Romney's most romantic place joke was the first time he actually said something that made me laugh. Good start.,34.952484999999996,#romney's most romantic place joke was the first time he actually said something that made me laugh good start,0
1211,Mr. President --  wishing your wife a happy anniversary does not make me like you. #nobama,34.93455,mr president wishing your wife a happy anniversary does not make me like you #nobama,0
2551,And of course Obama has a blue tie and Romney a red one. Romney has stripes --  Obama's tie is solid. #crosscuttingcleavages  #debates,34.927546,and of course obama has a blue tie and romney a red one romney has stripes obama's tie is solid #crosscuttingcleavages #debates,0
2873,Wonder if they were going for intended semiotics with Obama's blue tie & Romney's red tie. #Debates,34.880916,wonder if they were going for intended semiotics with obama's blue tie romney's red tie #debates,0
906,@TinTower @johnpeart Stop tweeting me for one night and watch Obama get owned live: http://t.co/4xSQqTxN #Debates #PresidentialDebate,34.860147000000005,stop tweeting me for one night and watch obama get owned live #debates #presidentialdebate,0
1427,First question on new job creation. Obama starts off with mentioning his anniversary with FLOTUS and Romney makes a joke. #debates.,34.813127,first question on new job creation obama starts off with mentioning his anniversary with flotus and romney makes a joke #debates,2
873,#Denverdebate Obama starts with wishing Michelle a happy anniversary before talking about jobs -- auto industry&Housing focus where we're going,34.793412,#denverdebate obama starts with wishing michelle a happy anniversary before talking about jobs auto industryhousing focus where we're going,0
113,Government trying to keep education prices low? Lol giving out money to do that has failed and you've saturated the job market #debates,34.742959,government trying to keep education prices low lol giving out money to do that has failed and you've saturated the job market #debates,0
411,Me:boutta watch the presidential debate Him:the one with romney and obama Me: no the one with the othr ppl running for president  Him: who!?,34.694901,meboutta watch the presidential debate himthe one with romney and obama me no the one with the othr ppl running for president him who,0
525,@YouTubePolitics: LIVE NOW: Watch Barack Obama and Mitt Romney in the first US presidential #debate: http://t.co/8YEKVJ6XI'm keen,34.615485,live now watch barack obama and mitt romney in the first us presidential #debate i'm keen,1
2169,LIVE NOW: Watch Barack Obama and Mitt Romney in the first US presidential #debate:  http://t.co/UG7JYBmV,34.615485,live now watch barack obama and mitt romney in the first us presidential #debate,51
2829,#3 get us to the best education system & best schools... & we're far away from that now...  #governorromney #Debates,34.57626400000001,# get us to the best education system best schools we're far away from that now #governorromney #debates,0
2382,Pres. Obama re jobs: We've got to invest in education and training...Question for voters:Do we embrace a new economic patriotism? #debates,34.546152,pres obama re jobs we've got to invest in education and trainingquestion for votersdo we embrace a new economic patriotism #debates,0
2532,@Sohela_Kaur Happy Anniversary To Mrs. & President Michelle and Barack Obama That doesn't even make sense.,34.540864,happy anniversary to mrs president michelle and barack obama that doesn't even make sense,1
1597,The FIRST of Three Presidential Debates ... #DomesticIssues #Debates ... get your family around the TV ... lets go human beings we need this,34.412511,the first of three presidential debates #domesticissues #debates get your family around the tv lets go human beings we need this,0
156,@CBSEveningNews: LIVE NOW: The first 2012 Presidential debate from Denver --  CO. WATCH: http://t.co/OzF0Xkn6  and on CBS stations #debates,34.410385,live now the first presidential debate from denver co watch and on cbs stations #debates,0
1919,I find it heartwarming that he took the time to say something to his wife on their 20th anniversary. I can't wait for it to start #debates,34.370874,i find it heartwarming that he took the time to say something to his wife on their 20th anniversary i can't wait for it to start #debates,0
1168,Just my opinion --  but President Obama is the --  well president. Couldn't the debate have been on any other night than his 20th anniversary?,34.360022,just my opinion but president obama is the well president couldn't the debate have been on any other night than his 20th anniversary,0
3796,Mitt Romney wins first joke of the night - tells President being with him at debate is a romantic anniversary #debate,34.138611000000004,mitt romney wins first joke of the night tells president being with him at debate is a romantic anniversary #debate,0
4458,HAPPY ANNIVERSARY MR. PRESIDENT BARACK OBAMA AND MRS. FIRST LADY MICHELLE OBAMA!!!!!!!!! WE LOVE YOU,34.11192,happy anniversary mr president barack obama and mrs first lady michelle obama we love you,0
4878,I see candidates wore appropriate colored ties. Im sure it helps a lot of voters out there know when to listen and when to go pee. #Debates,34.093070999999995,i see candidates wore appropriate colored ties im sure it helps a lot of voters out there know when to listen and when to go pee #debates,0
2479,#DenverDebate Romney congratulates Obamas on anniversary. Rom tells anecdotes of people losing jobs. Rom says he can help with 5 part plan,33.931332,#denverdebate romney congratulates obamas on anniversary rom tells anecdotes of people losing jobs rom says he can help with part plan,0
1862,I know it took up valuable time but nice to see exchange between both candidates over Obama's anniversary. #debates,33.788672000000005,i know it took up valuable time but nice to see exchange between both candidates over obama's anniversary #debates,0
4845,#debates a woman grabbed Romney's arm and asked I'm out of a job --  can u help me? Wonder if Romney said --  sorry --  you're the 47% don't care lol,33.754566,#debates a woman grabbed romney's arm and asked i'm out of a job can u help me wonder if romney said sorry you're the don't care lol,0
2273,Obama makes a strong point that the education system needs improvement --  keep tuition loan --  lower corporate taxes #debates,33.684821,obama makes a strong point that the education system needs improvement keep tuition loan lower corporate taxes #debates,0
3091,US rivals square off at debate: US President Barack Obama and Republican challenger Mitt Romney have begun the first of three preside...,33.430820999999995,us rivals square off at debate us president barack obama and republican challenger mitt romney have begun the first of three preside,0
3610,Someone better call me when Obama & Romney start Rap battling! Also Can't wait to see the Cage Fight between Michelle O. & Ann R.! #debates,33.236841999999996,someone better call me when obama romney start rap battling also can't wait to see the cage fight between michelle o ann r #debates,0
3934,People can get trained for the jobs that are out there now? THERE ARE NO JOBS --  Obama --  we've had 43 months of 8% unemployment. #DenverDebate,33.173276,people can get trained for the jobs that are out there now there are no jobs obama we've had months of unemployment #denverdebate,3
47,Well yes. Obama: Let me talk specifically about what I think we need do. First --  weve got to improve our education system. #DenverDebate,33.14284800000001,well yes obama let me talk specifically about what i think we need do first weve got to improve our education system #denverdebate,0
4906,Obama is such an idiot. Why did people ever think he would make a good president? Who are you going to blame the mess on now? YOU did it,33.137600000000006,obama is such an idiot why did people ever think he would make a good president who are you going to blame the mess on now you did it,1
2552,Obama: we have to improve our education system to create jobs. How will that help the person who needs a job NOW? #presidentialdebate,33.075982,obama we have to improve our education system to create jobs how will that help the person who needs a job now #presidentialdebate,0
1098,Dirty tricks --  Mitt! We ALL KNOW trickle down is NOT what Obama's strategy. I still say --  if you want Reagan --  you get Reagan #GOP. #debates,33.055638,dirty tricks mitt we all know trickle down is not what obama's strategy i still say if you want reagan you get reagan #gop #debates,0
2964,America does best when the middle class does best. - President Obama. We have a plan to make that happen: http://t.co/GiyyhMcs #debates,33.02937,america does best when the middle class does best president obama we have a plan to make that happen #debates,2
2103,#Barack Obama is a real man during the #Debates The 1st thing he mentioned was his anniversary now dats real love,33.004921,#barack obama is a real man during the #debates the 1st thing he mentioned was his anniversary now dats real love,0
4210,We've got to improve our education system... I want to hire another 100 -- 000 new math and science teachers - President Obama #education,32.986185000000006,we've got to improve our education system i want to hire another new math and science teachers president obama #education,2
5029,Wow President Obama wished his wife happy anniversary during the most important debate of his his career...that's a man! #PresidentialDebate,32.984754,wow president obama wished his wife happy anniversary during the most important debate of his his careerthat's a man #presidentialdebate,2
1070,Well - at least Obama didn't forget his anniversary. No one wants Michelle mad at them --  right? #Debates,32.923271,well at least obama didn't forget his anniversary no one wants michelle mad at them right #debates,0
2467,First question in the debate is what separates the two candidates from one another. President Obama is answering first.,32.914241,first question in the debate is what separates the two candidates from one another president obama is answering first,0
1815,Jobs: Romney gives 5 part plan but doesn't say how it'll work. POTUS touts similar plans he's had for the past 4 years. #debates,32.882777000000004,jobs romney gives part plan but doesn't say how it'll work potus touts similar plans he's had for the past years #debates,0
5137,#Romney: Yes. We can help.  But it's going to take a different path..not the one the president describes. #debates,32.831615000000006,#romney yes we can help but it's going to take a different pathnot the one the president describes #debates,0
4886,Romney's flag pin is bigger than President Obama's. I'm sure that means he's supposed to be more patriotic or something. @JenebaSpeaks,32.809957999999995,romney's flag pin is bigger than president obama's i'm sure that means he's supposed to be more patriotic or something,0
3304,A real man wishes his wife a happy anniversary in front of 40 million people #Obama2012,32.759023,a real man wishes his wife a happy anniversary in front of million people #obama2012,0
1957,Obama starts with making sure to wish the First Lady a happy anniversary. Know your core constituency... - http://t.co/LknBlFiH #debates,32.714220000000005,obama starts with making sure to wish the first lady a happy anniversary know your core constituency #debates,1
1590,Lord please give my President all the right words to say to get him re-elected!  #Obama2012 #debate2012,32.667328999999995,lord please give my president all the right words to say to get him reelected #obama2012 #debate2012,0
5083,Uncanny how Pres. Obama picked out blue tie --  Gov. Romney wearing red tie --  for the #debates. Good color coordination there.,32.541017,uncanny how pres obama picked out blue tie gov romney wearing red tie for the #debates good color coordination there,0
856,Obama - Says the first thing we need to get the economy moving is improve education #debates,32.465066,obama says the first thing we need to get the economy moving is improve education #debates,5
2707,Debate with Romney: just started; Debate with Mrs. Obama re: working on their anniversary: JUST BEGUN. #debate2012 #obama #zingerProm,32.462386,debate with romney just started debate with mrs obama re working on their anniversary just begun #debate2012 #obama #zingerprom,0
3578,Presidential debate! First year I get to vote in a presidential election! #nbcpolitics #election2012 #excited :),32.421934,presidential debate first year i get to vote in a presidential election #nbcpolitics #election2012 #excited,0
1956,Romney's doing REALLY well right now...too bad for Republicans he wasn't like this all the time #debates #denverdebate,32.397605999999996,romney's doing really well right nowtoo bad for republicans he wasn't like this all the time #debates #denverdebate,0
587,Latinoamrica se gana su primera mencin en los #debates. De la mano de Romney --  que busca intensificar el comercio para aumentar empleo.,32.354057000000005,latinoamrica se gana su primera mencin en los #debates de la mano de romney que busca intensificar el comercio para aumentar empleo,1
2213,#debate2012 --  #2012debate and Jim Lehrer trending in the US --  but #debates seems most common hashtag in my feed. Also: #debate & #denverdebate,32.306624,#debate2012 #2012debate and jim lehrer trending in the us but #debates seems most common hashtag in my feed also #debate #denverdebate,0
3139,Remember when Mitt #Romney (the millionaire) told us he was unemployed --  just like us? #RomneyEconomy #DebateWatch #debates #LOL,32.297388,remember when mitt #romney the millionaire told us he was unemployed just like us #romneyeconomy #debatewatch #debates #lol,6
627,If your husband wishes you happy anniversary before starting his presidential debate speech --  he's a catch #obama #debates,32.284998,if your husband wishes you happy anniversary before starting his presidential debate speech he's a catch #obama #debates,0
1260,#JRN 336 .. @bwilliams - both candidates wanted it cool in the debate room.. looks like it's going to be a hot debate! #DenverDebate,32.283933000000005,#jrn both candidates wanted it cool in the debate room looks like it's going to be a hot debate #denverdebate,0
3182,Both appear to focus on education & training the work force. #debates tickle down government Dems vs trickle down economics GOP #debates,32.27839900000001,both appear to focus on education training the work force #debates tickle down government dems vs trickle down economics gop #debates,0
3130,LIVE BLOG: Barack Obama and Mitt Romney go head-to-head today in the first debate of the US presidential campaign. http://t.co/EwLvAYG3,32.272999000000006,live blog barack obama and mitt romney go headtohead today in the first debate of the us presidential campaign,2
3964,President Obama doing a great job of giving a vague idea of how he'll boost the economy. Just enough information to get by. #j201,32.249329,president obama doing a great job of giving a vague idea of how he'll boost the economy just enough information to get by #j201,0
586,#debates  get back to basic issues.  Big government  trickledown govt.  great line  advantage Romney,32.216239,#debates get back to basic issues big government trickledown govt great line advantage romney,0
2977,I feel like I shouldn't get in trouble for studying for my government test tomorrow since I'm watching the Presidential Debate #Obama'12,32.123805000000004,i feel like i shouldn't get in trouble for studying for my government test tomorrow since i'm watching the presidential debate #obama,1
825,#debates  Obama: education system improvement.  But not teachers union.  Race to the top is good.  Obama is even more specific,32.080118,#debates obama education system improvement but not teachers union race to the top is good obama is even more specific,3
2381,And Romney opens by making a joke about Obama's anniversary - and congratulating them on said anniversary #debates,32.049531,and romney opens by making a joke about obama's anniversary and congratulating them on said anniversary #debates,0
2411,RT @kevinrfree: I'm gonna take a moment to wish my wife a happy anniversary --  because I don't need all the time to answer the question. ...,32.037018,i'm gonna take a moment to wish my wife a happy anniversary because i don't need all the time to answer the question,1
2300,@BarackObama: live: President Obama discusses his specific plans to keep us moving forward in the first  debate http://t.co/NdvWWeOm,32.016161999999994,live president obama discusses his specific plans to keep us moving forward in the first debate,0
33,President Barack Obama (D) and Mitt Romney (R) discuss domestic policy at the first presidential debate --  from the University of Denver.,32.006324,president barack obama d and mitt romney r discuss domestic policy at the first presidential debate from the university of denver,0
640,First thing President Obama does is wish his wife a happy anniversary --  nice move on his part #vvmsgov,31.892415999999997,first thing president obama does is wish his wife a happy anniversary nice move on his part #vvmsgov,0
4736,If one of the candidates was a woman --  we'd by now know exactly where she bought her clothes and how much they cost. #debates,31.87382,if one of the candidates was a woman we'd by now know exactly where she bought her clothes and how much they cost #debates,4
5561,That's right mr pres u won't be celebrating ur anniversary next yr in front of us but in seclusion in Hawaii. #debate #RomneyRyan2012,31.835911,that's right mr pres u won't be celebrating ur anniversary next yr in front of us but in seclusion in hawaii #debate #romneyryan2012,0
5358,Este es el primer debate de tres que se realizan antes de las elecciones en EE.UU. #Debates,31.821621,este es el primer debate de tres que se realizan antes de las elecciones en eeuu #debates,2
4804,#debates Both mention ed in relation to jobs. See recent Hamilton Project blog Education is the Key to Better Jobs http://t.co/t5s75WiO,31.803536999999995,#debates both mention ed in relation to jobs see recent hamilton project blog education is the key to better jobs,0
1450,Trickle-down government doesn't work. The American people should create jobs --  not government. #debates #ga12 #gagop,31.716628,trickledown government doesn't work the american people should create jobs not government #debates #ga12 #gagop,1
3793,Obama's tie is quite terrible. He's hypnotizing me. Never mind --  it's a great tie --  I don't know what I was thinking. #debates,31.711716000000003,obama's tie is quite terrible he's hypnotizing me never mind it's a great tie i don't know what i was thinking #debates,0
698,@_Sharrae_: Time For The Presidential Debates! #OBAMA2012 Uhn Uhn X Factor Went Off.. It's Nba 2k13 time now lol.. I aint shit lmao,31.611252,time for the presidential debates #obama2012 uhn uhn x factor went off it's nba 2k13 time now lol i aint shit lmao,0
2488,Examples of Trickle Down government? Teachers --  Community Colleges --  keeping tuition down --  manufacturing tax breaks --  energy - #debates,31.585682,examples of trickle down government teachers community colleges keeping tuition down manufacturing tax breaks energy #debates,0
1298,RT @411charlie: President Barack Obama starts debate by shouting out his wife Michelle on their anniversary -- swag,31.57291,president barack obama starts debate by shouting out his wife michelle on their anniversary swag,23
877,Lets go president Obama !!! Kick Romney ass n this debate! Let the Gangsta out! Lookn4 my Michelle Obama!! Turn on d&a lights >#TeamHope,31.562753999999998,lets go president obama kick romney ass n this debate let the gangsta out lookn4 my michelle obama turn on da lights #teamhope,1
4019,Nice opener from President Obama. Wishes his wife a happy 20th wedding anniversary. #debate2012,31.541677000000007,nice opener from president obama wishes his wife a happy 20th wedding anniversary #debate2012,0
588,Please respond to what Mitt Romney said about your economic 'trickle-down' policy  Well first I think we need to improve education,31.529567999999998,please respond to what mitt romney said about your economic trickledown policy well first i think we need to improve education,0
2820,President @BarackObama opens up the #PresidentialDebate by wishing his wife Michelle Obama a happy 20th anniversary.,31.505913000000003,president opens up the #presidentialdebate by wishing his wife michelle obama a happy 20th anniversary,0
